TIF,37,0.0,0.0,78.31999969482422,78.27999877929688
CMG,38,0.4939,0.6956739214918459,408.2300109863281,402.94000244140625
DIS,38,0.296,0.3795320971862759,111.41999816894531,109.0
EBAY,38,-0.4215,0.569269734345032,33.40999984741211,33.25
FB,38,-0.2732,0.3478328139902865,134.44000244140625,134.1999969482422
FLR,38,0.4019,0.5375491960126734,55.439998626708984,54.619998931884766
GILD,38,0.6249,0.9803232500069781,67.2699966430664,66.83000183105469
GS,38,-0.5859,0.8854797070838384,238.94000244140625,237.72999572753906
JPM,38,0.0,0.0,86.30999755859375,85.95999908447266
RIG,38,0.0,0.0,13.380000114440918,13.359999656677246
AAPL,39,0.0,0.0,132.4499969482422,132.4199981689453
AMGN,39,0.296,0.3795320971862759,167.7899932861328,167.47000122070312
AMZN,39,0.2732,0.3478328139902865,825.0,821.3599853515625
BA,39,0.5719,0.853848176333488,165.08999633789062,164.27999877929688
BEN,39,0.2023,0.252996954159791,40.560001373291016,40.47999954223633
C,39,0.368,0.4847210278031905,57.540000915527344,57.2599983215332
CB,39,0.0,0.0,132.2100067138672,131.8800048828125
CME,39,0.0,0.0,119.02999877929688,118.58000183105469
DIS,39,0.0,0.0,109.8499984741211,109.48999786376953
EMR,39,0.4404,0.6007759385330314,63.47999954223633,62.709999084472656
FB,39,-0.0516,0.06328113642666922,134.5,134.13999938964844
GE,39,0.6486,1.0436720367995598,28.55769157409668,28.451923370361328
GILD,39,0.0772,0.09483332210034015,66.79000091552734,65.58999633789062
HAL,39,0.296,0.3795320971862759,56.7599983215332,56.68000030517578
INTC,39,0.0258,0.031608939520384786,36.5,35.459999084472656
JPM,39,0.368,0.4847210278031905,87.33000183105469,87.19999694824219
MSFT,39,0.25,0.31622776601683794,64.44000244140625,64.05999755859375
PRGO,39,0.0,0.0,79.4800033569336,79.44000244140625
PSX,39,0.296,0.3795320971862759,79.62999725341797,79.25
RIG,39,0.25,0.31622776601683794,13.670000076293945,13.1899995803833
SEE,39,0.296,0.3795320971862759,47.52000045776367,47.13999938964844
T,39,0.0,0.0,41.43000030517578,41.310001373291016
