TIF,37,0.0,0.0,78.2699966430664,78.27999877929688
CMG,38,0.4939,0.9838314947630443,400.5,402.94000244140625
DIS,38,0.296,0.536739439196735,109.55999755859375,109.0
EBAY,38,-0.4215,0.8050689789592732,32.45000076293945,33.25
FB,38,-0.2732,0.49190988298346117,132.60000610351562,134.1999969482422
FLR,38,0.4019,0.7602093634438759,55.310001373291016,54.619998931884766
GILD,38,0.6249,1.3863864356695388,67.2699966430664,66.83000183105469
GS,38,-0.5859,1.2522574109641198,238.3000030517578,237.72999572753906
JPM,38,0.0,0.0,86.18000030517578,85.95999908447266
RIG,38,0.0,0.0,13.260000228881836,13.359999656677246
AAPL,39,0.0,0.0,131.64999389648438,132.4199981689453
AMGN,39,0.296,0.536739439196735,165.75,167.47000122070312
AMZN,39,0.2732,0.49190988298346117,821.5999755859375,821.3599853515625
BA,39,0.5719,1.2075236711783528,164.6699981689453,164.27999877929688
BEN,39,0.2023,0.35779172381186064,39.7400016784668,40.47999954223633
C,39,0.368,0.6854990514866981,56.31999969482422,57.2599983215332
CB,39,0.0,0.0,130.8300018310547,131.8800048828125
CME,39,0.0,0.0,116.94000244140625,118.58000183105469
DIS,39,0.0,0.0,109.0,109.48999786376953
EMR,39,0.4404,0.8496254802208378,62.59000015258789,62.709999084472656
FB,39,-0.0516,0.08949304137697771,134.49000549316406,134.13999938964844
GE,39,0.6486,1.4759751491114892,28.384614944458008,28.451923370361328
GILD,39,0.0772,0.1341145702791972,66.33999633789062,65.58999633789062
HAL,39,0.296,0.536739439196735,55.869998931884766,56.68000030517578
INTC,39,-0.5312,1.0859477554298287,36.5,35.459999084472656
JPM,39,0.368,0.6854990514866981,85.95999908447266,87.19999694824219
MSFT,39,0.25,0.4472135954999579,63.52000045776367,64.05999755859375
PRGO,39,0.0,0.0,77.93000030517578,79.44000244140625
PSX,39,0.296,0.536739439196735,78.86000061035156,79.25
RIG,39,0.25,0.4472135954999579,13.359999656677246,13.1899995803833
SEE,39,0.296,0.536739439196735,46.27000045776367,47.13999938964844
T,39,0.0,0.0,41.209999084472656,41.310001373291016
UPS,39,0.0,0.0,106.16000366210938,106.45999908447266
AAPL,40,0.2023,0.35779172381186064,132.4600067138672,132.1199951171875
ACN,40,0.6705,1.5653391960317258,116.69999694824219,117.5999984741211
ALK,40,0.0,0.0,98.37000274658203,97.3499984741211
AMGN,40,0.3818,0.7154997014469392,167.8000030517578,167.88999938964844
AMZN,40,0.2732,0.49190988298346117,823.8200073242188,827.4600219726562
BA,40,0.7269,1.8333308706534972,165.25,166.22999572753906
CME,40,0.0,0.0,118.94000244140625,118.9800033569336
CVX,40,0.2023,0.35779172381186064,112.75,113.05000305175781
DD,40,0.0,0.0,86.16474914550781,87.08987426757812
DTE,40,0.5106,1.0285720413232733,96.83000183105469,97.36000061035156
FB,40,0.296,0.536739439196735,134.10000610351562,134.19000244140625
FCX,40,0.4588,0.894349493365691,16.40999984741211,15.800000190734863
GM,40,-0.34,0.6262030483811938,35.209999084472656,35.16999816894531
HON,40,0.0,0.0,115.7710952758789,116.78704833984375
HUM,40,0.0,0.0,206.9600067138672,205.42999267578125
K,40,-0.128,0.22354131672038907,76.16000366210938,76.0
LUV,40,0.0,0.0,54.77000045776367,54.709999084472656
NLSN,40,0.0,0.0,43.27000045776367,44.310001373291016
NOV,40,0.0,0.0,39.4900016784668,39.41999816894531
NVDA,40,0.0,0.0,119.93000030517578,113.62000274658203
OXY,40,-0.5719,1.2075236711783528,68.56999969482422,68.47000122070312
PRU,40,0.0,0.0,108.58999633789062,108.75
PSX,40,0.0,0.0,79.41999816894531,79.86000061035156
REGN,40,0.8126,2.4149139721578954,360.95001220703125,359.8699951171875
RIG,40,0.0,0.0,13.470000267028809,13.350000381469727
SEE,40,0.296,0.536739439196735,47.130001068115234,47.83000183105469
STT,40,0.3818,0.7154997014469392,78.22000122070312,78.11000061035156
VRSN,40,0.0,0.0,83.25,83.13999938964844
XOM,40,-0.2732,0.49190988298346117,82.26000213623047,82.5199966430664
AAPL,44,0.0,0.0,133.47000122070312,135.02000427246094
ADM,44,0.4215,0.8050689789592732,43.7400016784668,43.72999954223633
AGN,44,0.3818,0.7154997014469392,246.66000366210938,248.57000732421875
AIG,44,0.2023,0.35779172381186064,66.43000030517578,66.88999938964844
APA,44,0.296,0.536739439196735,56.459999084472656,55.5
BA,44,0.802,2.325546389739349,167.6999969482422,168.5
BDX,44,0.3818,0.7154997014469392,178.44000244140625,178.77000427246094
C,44,0.4019,0.7602093634438759,59.0,59.83000183105469
CB,44,0.0,0.0,133.86000061035156,133.99000549316406
CME,44,0.0,0.0,121.44000244140625,121.01000213623047
DAL,44,0.8271,2.5488248504237094,49.81999969482422,49.86000061035156
DD,44,-0.802,2.325546389739349,86.89061737060547,87.84420776367188
DO,44,0.0,0.0,17.860000610351562,18.239999771118164
EBAY,44,0.0,0.0,33.61000061035156,33.630001068115234
FSLR,44,0.5719,1.2075236711783528,33.25,33.91999816894531
GE,44,0.1779,0.31312665630644737,28.971153259277344,29.115385055541992
GILD,44,0.0772,0.1341145702791972,68.5999984741211,67.55000305175781
GM,44,0.0,0.0,36.720001220703125,37.2400016784668
IBM,44,0.0,0.0,178.57000732421875,180.1300048828125
JPM,44,0.0,0.0,88.30000305175781,89.55999755859375
MAC,44,0.296,0.536739439196735,67.61000061035156,67.16999816894531
MDT,44,0.1027,0.17882718896049712,77.0,77.05000305175781
MRK,44,0.2023,0.35779172381186064,64.63999938964844,65.66000366210938
