AAPL,Apple plans to replace Intel chips in Macs with its own: Bloomberg
AMZN,Amazon shares fall 6 percent as Trump renews attack,"US STOCKS-Wall Street dragged down by Amazon, tech weakness",Amazon shares fall 3 pct as Trump renews attack
GOOGL,BRIEF-Alphabet Says To Transition Network Rev Metrics To Pct Change In Impressions & Cost-Per Impression In Q1
