AAPL,"Apple fixes FaceTime privacy bug, will issue update next week","Apple fixes FaceTime privacy bug, will issue update next week"
AMZN,"Stock rally flags after strong U.S. data, bond yields rise","US STOCKS SNAPSHOT-Wall St torn between weak Amazon outlook, strong jobs",US STOCKS-S&P near 8-week high after upbeat jobs data; Amazon results weigh,New e-commerce rules jolt Amazon.com in India as products vanish,Breakingviews - Amazon and Walmart get caught in India’s web,Amazon sales outlook falls short after record holiday quarter
GOOGL,French regulator orders Google to review ads policies
