AAPL,South Korean group files complaint against Apple CEO over iPhone slowdown,Apple to release software update to resolve iPhone slowdown - CEO
AMZN,Wall Street ends higher despite government shutdown threat,"Amazon boosts monthly fee for Prime by $2, maintains yearly rate","US STOCKS-Amazon, Nike drive Wall Street higher",Amazon hikes price for its Prime service by 18 percent,BRIEF-Amazon Is Raising The Price Of Prime Monthly Memberships By Nearly 20 Percent - Recode ,Amazon's review of Toronto could escalate tension with Trump
