AAPL,Apple hit with East Texas patent case over iPhone payments technology,Chinese group to get control of Japan Display after $2.1 billion bailout,"Japanese supplier to Apple gets $1.1 bln in bailout from Chinese group, state fund"
AMZN,Amazon Japan raises Prime membership fee for first time in 11 years,"Amazon, T-Mobile say Facebook's job ads settlement moots age-bias claims",Walmart responds to Bezos with tweet asking Amazon to pay taxes
