PLD,Logistics leader Prologis to acquire DCT Industrial for $8.4 billion,Logistics leader Prologis to acquire DCT Industrial for $8.4 bln,BRIEF-Prologis to acquire DCT Industrial Trust for $8.4 bln
WMT,"Walmart attempts international turnaround with UK, India tie-ups","Sainsbury's, Walmart's Asda to create UK supermarket powerhouse"
WYNN,Ex-Wynn Resorts CEO files defamation lawsuit against former employee - WSJ
