BA,Planemakers to kickstart Farnborough jetliner order battle,"Boeing concerned about tariff talk, but no business impact yet","UPDATE 3-Boeing concerned about tariff talk, but no business impact yet"
LMT,UPDATE 1-L3 hires former senior Lockheed official O'Bryan to head sales,L-3 hires former senior Lockheed official O'Bryan to head sales,Exclusive: Lockheed F-35 jet price falls 6 percent to below $90 million - sources
RIG,"Norway oil, gas union widens six-day drilling rig strike","Norway oil, gas union widens six-day drilling rig strike",Norway oil strike to widen from Monday after no compromise talks
