AAPL,"US STOCKS-Wall St edges higher with Apple, though economic data mixed","Oprah picks slavery novel for Apple TV book venture, says done with talk shows",Apple to make new Mac Pro PCs in U.S. after some tariff exemptions
GOOGL,Google launches subscription service for select apps and games
