AMZN,Amazon to buy PillPack in potentially disruptive drug retail push,Bitter pill for U.S. drug supply chains as Amazon enters the scene,"US STOCKS-Wall St wavers as Amazon buy hits health stocks, banks gain","Walgreens plays down Amazon pharmacy entry, but investors spooked","US STOCKS-Drug stocks hit by Amazon health push, tech steadies Wall St","US STOCKS-Drug stocks hit by Amazon health push, while tech steadies Wall St",US STOCKS SNAPSHOT-Wall St opens lower as Amazon buy hits drug stocks,"US STOCKS-Futures drop as Amazon hits drug stocks, GDP growth lowered",Amazon wants to foster small independent delivery fleets,Amazon to acquire online pharmacy PillPack,"EU in agreement with Amazon, eBay to tackle dangerous product listings"
GOOGL,California lawmakers approve data-privacy bill opposed by Silicon Valley
