AAPL,Dialog Semiconductor raises second-quarter profit outlook
AMZN,Amazon under EU antitrust fire over use of merchant data,Explainer: What is the EU's antitrust investigation into Amazon about?,EXPLAINER-What is the EU's antitrust investigation into Amazon about?,Amazon says it will cooperate with EU antitrust regulator probe,Amazon says it will cooperate with EU antitrust regulator probe,Amazon faces EU antitrust probe over use of merchant data - source,"U.S. lawmakers take jabs at Amazon, Big Tech in antitrust hearing"
