AAPL,"Qualcomm's licensing forecast, helped by Apple deal, drives share gains",Apple rolls out health records on iPhones for U.S. military veterans,Apple publishes new technical details on privacy features
AMZN,Ex-CVS exec fights on appeal to join Amazon's PillPack,"Amazon adds Zip Co's buy now, pay later platform to its Australia website",Amazon's rising air shipments fly in the face of climate plan,Seattle council race stays tight despite Amazon's hefty donations
GOOGL,Alphabet board probes company's handling of sexual misconduct allegations
