AAPL,Goldman in talks with Apple to finance iPhone sales: WSJ,BRIEF-Goldman Sachs In Talks With Apple To Finance iPhone Sales - WSJ,Apple brings Alibaba-linked payment system into China stores amid market push
AMZN,Amazon's market value on verge of beating out Microsoft,Canada's Trudeau to meet Amazon CEO Bezos during U.S. visit
GOOGL,Alphabet shifts thermostat maker Nest into Google,Alphabet shifts thermostat maker Nest into Google,Google eyes gaming with 'Yeti' streaming service: report,Alphabet names former Time Warner Cable executive to lead internet unit
