AAPL,Apple's new iPhone could face supply shortfalls after launch: WSJ,Apple's new iPhone could face supply shortfalls after launch - WSJ
AMZN,"Amazon opens bidding to cities for $5 billion 'HQ2', a second headquarters",Factbox: Amazon lays out preferences for second headquarters site,UPDATE 1-Colorado plans to submit formal bid for Amazon second headquarters,Colorado plans to submit formal bid for Amazon second headquarters,Colorado plans to submit formal bid for Amazon second headquarters,Kentucky plans to submit formal bid for Amazon's second headquarters,Kentucky plans to submit formal bid for Amazon's second headquarters,Chicago plans to submit formal bid for Amazon second headquarters,Chicago plans to submit formal bid for Amazon second headquarters,Toronto vies for site of second Amazon headquarters,Amazon plans second headquarters in N. America,BRIEF-Amazon opens search for second headquarters city in North America
