AAPL,BRIEF-ACACIA Research's units enters into an agreement with Apple Inc to resolve patent litigation - SEC filing
AMZN,BRIEF-‍Brown Sugar says Amazon announced launch of Brown Sugar,Amazon fears sink Blackstone's $2.8 billion Australian mall sale
