AAPL,Bain adds Apple for last-minute $18 billion Toshiba chip unit bid: sources,Warren Buffett tells CNBC he has not sold a share of Apple,"BRIEF-China regulator to review Apple antitrust complaint - Bloomberg, citing sources","Google, Apple face off over augmented reality technology"
AMZN,"BRIEF-United Natural Foods - ‍co delivered on August 25, consent to then-proposed merger of Whole Foods market with a wholly-owned unit of Amazon.com Inc​","Alexa allies with Cortana to take on Google Assistant, Siri",Amazon's Alexa to chat up Microsoft's Cortana,"BRIEF-Microsoft to collaborate with Amazon ""to help Alexa and Cortana talk to each other"""
