AAPL,Qualcomm warns of profit hit as Apple battle intensifies,Apple asks California to change its proposed self-driving car testing policies,Qualcomm warns of profit hit as Apple battle intensifies,BRIEF-Apple comments on payment dispute with Qualcomm,"Qualcomm says Apple to stop paying royalties, cuts profit forecast"
AMZN,"CORRECTED-US STOCKS-Amazon, Alphabet drive Nasdaq to record high",Deutsche Post to deliver groceries for AmazonFresh in Germany,"Amazon revenue soars as cloud, retail businesses dominate"
GOOGL,BRIEF-Alphabet's Google CEO Sundar Pichai's 2016 total compensation $199.7 mln
