AAPL,Wall Street mixed as Microsoft climbs and Apple dips,"US STOCKS SNAPSHOT-Wall Street ends mixed as Microsoft, Apple offset","Huawei talks up own apps with Mate 30 challenge to Apple, Samsung",Huawei seeks to upstage Apple with Mate 30 smartphone launch
AMZN,Electric vehicle startup Rivian gets a jolt from big Amazon.com van order,Reuters collaborates with Amazon to help Alexa answer even more questions,Drop in online shopping knocks UK retail sales in August
GOOGL,"Alphabet unit to make drone deliveries for Walgreens, FedEx in the U.S."
