AMZN,Amazon designs more powerful data center chip,BRIEF-Amazon Web Services Announced Multi-Year Strategic Collaboration With Novartis,Amazon Air provider hit with 'no confidence' vote as holiday shipping ramps up
GOOGL,"Warren calls for Larry Page testimony, despite change of guard at Alphabet","Under Pichai, Alphabet's moonshot projects may face more scrutiny","Factbox: New Alphabet chief started at Google, made name with Android",Alphabet's new CEO Pichai now sole target on Google regulatory battles,Alphabet's new CEO Pichai now sole target on Google regulatory battles
