AAPL,Tesla hires new chief financial officer for China,UPDATE 1-Tesla hires new chief financial officer for China,U.S. jury awards Apple $539 million in Samsung patent retrial,Apple blocks Steam's plan to extend its video games to iPhones
AMZN,Oregon family finds Amazon's Alexa has a mind of her own
