AAPL,"Apple Music hits more than 60 million subscribers, trailing Spotify",Jony Ive to leave Apple to form own design company
AMZN,Amazon Web Services to boost Argentina presence with data 'Edge',Amazon Web Services to boost Argentina presence with data 'Edge,Amazon launches new in-store pickup option with Rite Aid as first partner
GOOGL,Google Cloud absorbs Alphabet cybersecurity firm Chronicle
