AAPL,Senator wants Apple to answer questions on slowing iPhones,Jimmy Iovine says not leaving Apple: Variety,Canada's competition watchdog settles with HarperCollins
AMZN,"BRIEF-Amazon.Com Says More Than 300,000 U.S.-Based Small & Medium-Sized Businesses Started Selling On Amazon In 2017"
