AAPL,U.S. judge rules Qualcomm owes Apple nearly $1 billion rebate payment,EU antitrust watchdog considering Apple probe: Vestager,Breakingviews - Spotify pitches Apple lament to easy EU audience
AMZN,"Microsoft targets video game developers, in challenge to Amazon's cloud dominance","Microsoft targets video game developers, in challenge to Amazon's cloud dominance",France's Monoprix working on expanding grocery alliance with Amazon
GOOGL,Google's work in China benefiting China's military: U.S. general,Google's work in China indirectly benefiting Chinese military: US general
