AAPL,Apple CEO Cook says he doesn't see China targeting Apple in U.S.-China trade dispute,"Apple asks developers to place its login button above Google, Facebook","CORRECTED-Apple asks developers to place its login button above Google, Facebook"
AMZN,Amazon executive says company welcomes scrutiny of big tech,UPDATE 1-Amazon executive says company welcomes scrutiny of big tech,Amazon exec says company welcomes scrutiny of big tech,Amazon says new drone to take flight for package delivery in months,"Microsoft, Oracle team up on cloud services in jab at Amazon"
GOOGL,U.S. antitrust probe to be credit negative for Google - Moody's
