AAPL,Apple supplier Cirrus plunges after disappointing results,Apple supplier Cirrus plunges after disappointing results,Apple supplier Skyworks' revenue rises 15 percent,Qualcomm shares fall as reports say Apple may scrap its chips,"Damp iPhone demand to pressure RF chipmakers, Morgan Stanley says","BRIEF-Cisco, Apple, Aon, Allianz Introduce a First in Cyber Risk Management","Apple, Cisco team up with insurance companies to offer cyber policy discounts"
AMZN,"Amazon settles tax row with France, value undisclosed","In Australia, Amazon is still finding its way"
