AAPL,Apple's quarterly report leaves iPhone uncertainty,"BRIEF-Apple Says Rolling Out A New Initiative Called ""Apple At Work""",GRAPHIC-Apple's quarterly report leaves iPhone uncertainty,Breakingviews - Apple’s less-is-more vibe bodes well for profit,Apple's second-quarter revenue forecast misses estimates,BRIEF-Apple Reports Quarterly Earnings Per Share Of $3.89,"Ex-Apple, Microsoft engineers tackle security cameras for cars","India's budget to sting buyers of Apple's iPhones, Audi cars, other luxury brands"
AMZN,BRIEF-Amazon.Com Q4 Earnings Per Share $3.75,Amazon revenue surges 38.2 pct on holiday season boost
GOOGL,"Alphabet, Aramco in talks to build tech hub in Saudi Arabia: WSJ",Alphabet names board veteran as chairman to succeed Schmidt,BRIEF-Alphabet Q4 Adj. EPS $9.70,Alphabet cracks $100 billion in annual revenue as advertising soars,YouTube's emerging markets-focused app expands to 130 countries,"Alphabet, Aramco in talks to build tech hub in Saudi Arabia - WSJ","Google's G Suite is no Microsoft killer, but still winning converts"
