AAPL,Four Apple contractors accuse Qualcomm of antitrust violations,Qualcomm's profit forecast disappoints as Apple battle takes toll,Four Apple contractors accuse Qualcomm of antitrust violations,Qualcomm's profit slumps amid Apple battle,Florida man settles SEC insider trading charges over Apple takeover,Florida man settles SEC insider trading charges over Apple takeover,Four Apple contractors accuse Qualcomm of antitrust violations,Apple names new managing director for China amid localization drive,BRIEF-Apple names Isabel Ge Mahe as managing director of Greater China
AMZN,Activist Jana cashes out of Whole Foods following Amazon deal,Amazon launches shopping social network Spark for iOS
GOOGL,Google redesigns mobile search app with personalized 'feed'
