AAPL,"Tesla's head of Autopilot leaves, ex-Apple exec to succeed"
AMZN,"BRIEF-Amazon.com CFO Says Effective May 11, Going To Increase Price Of U.S. Annual Plan From $99 To $119 For New Members - Conf Call",E-commerce firm MercadoLibre pledges $175 mln Mexico investment,"Breakingviews - Amazon is getting bigger, but also heavier",BRIEF-Amazon.com Reports Q1 EPS Of $3.27,Amazon's first-quarter revenue surges 43 pct,UPDATE 2-Mexico's Femsa to expand Amazon pick-up at Oxxo stores,"EU strikes deal forcing Netflix, Amazon to fund European content","More parcels, higher prices lift UPS profit but costs soar"
