AAPL,BRIEF-Apple working on touchless control and curved iPhone screen -Bloomberg,"Apple Pay arrives in Brazil, partnering with Itaú Unibanco"
AMZN,BRIEF-AWS Announces Amazon S3 One Zone-Infrequent Access,"Trump wants 'level playing field' on Amazon, taxes: adviser","Trump wants 'level playing field' on Amazon, taxes -adviser",Amazon may offer to buy India's Flipkart: report,Amazon may offer to buy India's Flipkart - Mint
