AAPL,"Apple asks U.S. to waive tariffs on Chinese-made watches, iPhone parts, AirPods","Apple asks U.S. to waive tariffs on Chinese-made watches, iPhone parts, AirPods",AppleTV+ debuts streaming TV service with Oprah and Aniston,Ex-Apple executive joins startup aimed at banishing smartphone cables,"Factbox: How to watch Apple TV+, Apple's entry in the streaming wars",Japan's Sharp beats second-quarter profit expectations on laptop business,"Sharp's Q2 profit edges up, exceeds estimates","Apple, Wistron propose possibility of directly investing in Japan Display: Kyodo",Ex-Apple executive joins startup aimed at banishing smartphone cables
AMZN,Amazon can be sued in Mississippi over third-party sellers' hoverboards: judge,Amazon's bid to acquire stake in Indian retailer faces antitrust hurdle: sources
GOOGL,Alphabet's Google to buy Fitbit for $2.1 bln
