AAPL,Court kills off Affinity Labs patent asserted against Apple,"Citi lists Netflix, Tesla as potential takeover targets for Apple",BRIEF-Apple Inc publishes 2016 Conflict Minerals report,"CORRECTED-BRIEF-Apple files for pricing of $7 bln, six-part notes offering","Apple plans new store in ""red dot"" Singapore"
AMZN,"Petroperu, Canada's Pacific consider developing Amazon oilfield",Wal-Mart files patent for Amazon Dash rival,Petroperu and Canada's Pacific consider developing Amazon oilfield,"Alexa: where is Amazon opening a new R&D center? Cambridge, England",BRIEF-Amazon CEO Bezos reports open market sale of about 1 mln shares at price of $935.07 to $949.99 between May 2 to May 4- SEC filing
