AAPL,Poor first quarter ends on a high note as stocks leap,Apple unveils new privacy tools ahead of EU law,MDL Watch: Panel to consider Apple iPhones and Intel chips
AMZN,"Trump escalates attack on Amazon, focusing on tax, shipping",Trump adviser ties Amazon criticism to U.S. Supreme Court case,Trump 'has no actions' against Amazon: White House,Trump 'has no actions' against Amazon - White House,Amazon's Washington influence machine built to withstand Trump's attacks,Amazon's Washington influence machine built to withstand Trump's attacks,US STOCKS-Wall St up more than 1 pct on last day of tumultuous quarter,US STOCKS-Wall St surges on last day of turbulent quarter,"Trump escalates attack on Amazon, slams it on taxes, shipping",Australian regulator clears Unibail-Westfield deal
GOOGL,Poor first quarter ends on a high note as stocks leap,US STOCKS-Wall St up more than 1 pct on last day of tumultuous quarter,"GLOBAL MARKETS-Stocks edge higher after tech woes, losses loom for first quarter",US STOCKS-Wall St surges on last day of turbulent quarter
