AAPL,"Qualcomm accuses Apple of infringing six patents in iPhone, iPad","Qualcomm accuses Apple of infringing six patents in iPhone, iPad","Qualcomm accuses Apple of infringing six patents in iPhone, iPad",U.S. government seeks to intervene in Apple's EU tax appeal: source
AMZN,"Dish, Amazon chiefs discuss wireless partnership: WSJ","Dish, Amazon chiefs discuss wireless partnership - WSJ"
GOOGL,Alphabet spins out geothermal startup Dandelion
