AAPL,"Trump, top aides talk trade with Apple CEO Cook at White House","Trump, Apple CEO to meet as U.S.-China trade row roils tech sector",UPDATE 2-STMicro sends upbeat signal on smartphone demand in second half,STMicro sends upbeat signal on smartphone demand in second half
AMZN,Amazon.com plays catch-up in Brazil as local rivals thrive,RPT-INSIGHT-Amazon.com plays catch-up in Brazil as local rivals thrive,Carrefour strikes deal to become biggest buyer in French retail
