AAPL,Apple partners with Oscar-winning movie studio A24 for feature films,"Apple supplier AMS cuts forecast, indicating poor iPhone demand",Apple to employ trafficking survivors in efforts to eradicate slave labor,BRIEF-Credit Suisse Says Surprised About Mobile Payment Probe
AMZN,"U.S. Postal Service posts loss, even as package deliveries rise","CORRECTED-UPDATE 1-U.S. Postal Service posts loss, even as package deliveries rise"
