AAPL,Apple breaks intraday record high for first time since 2015,"BRIEF-Greenlight Capital ups share stake in Apple, dissolves in Take Two Interactive Software",BRIEF-Appaloosa LP cuts share stake in Apple - SEC Filing,BRIEF-Berkshire Hathaway increases stake in Apple to 57.4 mln shares,"Berkshire takes huge bite of Apple shares, ups stakes in airlines","BRIEF-Tiger Global Management dissolves in Apple, takes in Symantec",Apple hits intraday record high for first time since 2015,BRIEF-Apple files final pricing term sheet related to 4.300% notes offering due 2047
AMZN,"BRIEF-Tiger Global Management ups share stake in Amazon.com, cuts in Etsy","BRIEF-Omega Advisors takes 20,000 share stake in Amazon.Com",BRIEF-Amazon Web Services announces Amazon Chime
GOOGL,"BRIEF-Jana Partners LLC dissolves sole share stake in Alphabet, Marathon Petroleum","BRIEF-Omega Advisors cuts share stake in Alphabet, Microsoft; dissolves in Chesapeake Energy"
