AAPL,Qualcomm files new patent infringement complaints against Apple,Qualcomm files new patent infringement complaints against Apple,Dialog shares tank on report Apple to design own power chips,FDA clears first medical device accessory for Apple Watch,BRIEF-BioTelemetry Inc Partners With Apple To Provide Cardiac Monitoring Services,Apple to design its own power chips as early as 2018 - Nikkei,BRIEF-Apple Is Designing Its Own Main Power Management Chips For Use In iPhones- Nikkei
AMZN,BRIEF-Getswift Signs Global Agreement With Amazon,"BRIEF-Monmouth Real Estate Announces New Acquisition Leased To Amazon In Oklahoma City, Ok",Now hiring? Amazon says its voice aide Alexa is ready for the office,Amazon adopts open cloud technology as competition heats up,BRIEF-AT&T and Amazon Web Services Boost Internet Of Things,Express Scripts CEO sees Amazon as a potential partner: CNBC,BRIEF-Amazon Web Services Says DigitalGlobe Has Migrated Its Entire 100-Petabyte Imagery Library To AWS,BRIEF-Amazon pledges up to $100 million in funding for voice technology
GOOGL,Google launches app to for mobile phone users in emerging markets
