AAPL,Apple scientists disclose self-driving car research,"Microsoft's Skype pulled from Apple, Android China app stores"
AMZN,BRIEF-Symantec selects Amazon Web services to deliver cloud security to global customers,BRIEF-‍AWS announces Amazon ML Solutions Lab​,Amazon tells Australian retailers to prepare for orders from Thursday: sources,Amazon tells Australian retailers to get ready to take orders from Thursday
