AAPL,Japan shares rise sharply on Trump's tariff delay; Apple suppliers soar,Japanese stocks rebound on Trump's tariff delay; Apple suppliers shine,U.S. aviation regulator bans select MacBook Pro laptops from flights
AMZN,"Buffett's Berkshire boosts Amazon.com bet, attracts Ackman",Buffett's Berkshire increases bet on Amazon.com
