AAPL,Microsoft's stock market value catches up with Apple
AMZN,Amazon adds antenna service for satellite data; courts space industry,Amazon adds antenna service for satellite data; courts space industry,Airbnb hires Amazon veteran as CFO ahead of potential IPO
GOOGL,"YouTube shifts to make new exclusive shows, movies free to users",Google employees push to stop Project Dragonfly,"RPT-FOCUS-Fearful of bias, Google blocks gender-based pronouns from new AI tool","Fearful of bias, Google blocks gender-based pronouns from new AI tool"
