AMZN,A third of U.S. malls at risk if Amazon bets big on apparel - Fitch,Shop Apotheke denies takeover talks with Amazon,BRIEF-Shop Apotheke Europe says currently no talks or negotiations with Amazon​
GOOGL,Alphabet talks with Lyft about possible investment: source,Google disables offensive ad keywords found by BuzzFeed
