AAPL,FBI sought iPhone order before exhausting options: U.S. inspector general,BRIEF-Apple Introduces New 9.7-Inch iPad With Apple Pencil Support,China's Huawei see Europe as stepping stone in Samsung/Apple rivalry,Apple set to update iPad lineup at Chicago education event,Apple supplier AAC targets 25 percent annual sales growth
AMZN,Amazon targets French grocery market with Monoprix deal,Amazon in talks with Casino over Brazil electronics chain: source,UPDATE 2-Amazon in talks with Casino over Brazil electronics chain -source,"Amazon, Casino eye partnership or sale for electronics chain -source","Amazon, Casino in talks on possible Brazil partnership: newspaper","Amazon, Casino in talks on possible Brazil partnership -newspaper","BRIEF-Partnership with Amazon ""profitable"" deal for Monoprix - Monoprix CEO",Shares in French retailer Casino rally after Amazon deal
GOOGL,Google to acquire GIF platform Tenor,UPDATE 1-Taiwan's HTC shares jump more than 7 pct on upbeat outlook
