AAPL,Apple tops $800 billion market cap for first time,Apple tops $800 billion market cap for first time,US STOCKS SNAPSHOT-S&P slips from record high; Apple tops $800 bln
AMZN,Amazon adds video calling with Echo Show,Amazon adds video calling with Echo Show,BRIEF-Amazon.com launches new touchscreen device Echo Show
