AAPL,Chinese court rules in favour of Apple in local design patent disputes,Facebook's Messenger app adds live location-sharing,Facebook's Messenger app adds live location-sharing,Facebook's Messenger app to allow live location-sharing
AMZN,Emaar Malls' $800 million bid for Souq.com to challenge Amazon
GOOGL,Facebook's Messenger app adds live location-sharing,Facebook's Messenger app adds live location-sharing,Facebook's Messenger app to allow live location-sharing
