AAPL,Apple Card will not allow purchase of cryptocurrencies,U.S. tariff threat may compound Apple's iPhone woes: BofA,"Apple, Google pause reviewing audio recordings from voice assistants",U.S. tariff threat may compound Apple's iPhone woes - BofA,Apple halts Siri response grading program after privacy concerns,Apple supplier Sharp tumbles as trade gloom offsets Vietnam plant plans
AMZN,Democratic senator warns of Trump involvement in Pentagon contract,Amazon in talks to buy stake in India's Reliance Retail: sources,Amazon in talks with India's Reliance Retail for stake purchase - sources,Pentagon puts $10 billion JEDI contract on hold after Trump suggests it favored Amazon
