AMZN,Amazon buys startup Ring in $1 billion deal to run your home security,French retailer Systeme U discussing supply deal with Amazon,Amazon launches music streaming service in India,MEDIA-French supermarket Systeme-U in talks with Amazon on logistics deal
GOOGL,Google's shopping rivals call for action from EU antitrust watchdog,Waymo seeks to reassure potential riders with new self-driving video
