AAPL,"Apple, Samsung face new iPhone damages trial: U.S. judge","Apple, Samsung face new iPhone damages trial - U.S. judge",Apple sees its mobile devices as platform for artificial intelligence
AMZN,Amazon receives 238 proposals for its second headquarters,Amazon backs German artificial intelligence research hub
