AAPL,BRIEF-‍Hologram emoji startup Mojiit says Steve Wozniak joins company,Ireland says EU demand that Apple pay it 13 billion euros in back taxes unjustified
AMZN,"Like much else, Amazon can sell debt in a flash",Amazon continues heady UK expansion with new distribution centre,"Trump, in tweet, hits Amazon over taxes, jobs"
