AAPL,"Google, Apple face EU law on business practices","France to sue Google, Apple over developer contracts: minister"
AMZN,Walmart expands home delivery in fight with Amazon,BRIEF-Denny's Teamed Up With Amazon To Expand Digital Ordering Network,Walmart expands home delivery in fight with Amazon
GOOGL,"Google to ban ads on cryptocurrencies, related products"
