AAPL,Huawei targets European expansion with mid-priced smartphone,"Foxconn says trying to hire 50,000 people in first quarter after job cut reports","Foxconn says there is a need to hire 50,000 people in Q1 after job cut reports"
AMZN,"Judge trims 'Siri' patent cases against Google, Amazon and Microsoft",Amazon.com starts direct sales of merchandise in Brazil after delays
