AAPL,"U.S. dollar off day's highs, Treasury yields fall after Fed statement","GLOBAL MARKETS-U.S. stocks fall, dollar climbs late after Fed statement",Tech stocks shine after Apple results as European shares climb,Apple shares rise after sales quell iPhone worries,US STOCKS-Apple bumps up futures ahead of Fed decision,GLOBAL MARKETS-Tech shares bask in Apple glow despite Fed trepidation,"Apple surprises with solid iPhone sales, announces $100 billion buyback"
AMZN,Amazon makes bid to spoil Walmart-Flipkart deal: report,"U.S. tech, banks are big winners from lower taxes in first quarter",BRIEF-Amazon Makes Formal Offer To Buy 60 pct Stake In Flipkart - CNBC TV 18,Amazon offers to buy 60 pct stake in India's Flipkart - CNBC-TV18
