AAPL,U.S. hedge funds bearish on FAANG stocks in second-quarter: SEC filings,"BRIEF-Paulson & Co takes share stake in Apple, dissolves share stake in Sarepta, Biogen",Qualcomm outlines impact of dispute with Apple after SEC request,China's Guizhou province to oversee Apple's data project
AMZN,U.S. hedge funds bearish on FAANG stocks in second-quarter: SEC filings,BRIEF-Paulson & Co ups share stake in Amazon.com Inc,"BRIEF-Tiger Global Management cuts stake in Amazon.com, Alphabet",BRIEF-‍amazon Web Services Inc announced Amazon Macie​,"BRIEF-Omega Advisors Inc ups share stake in Microsoft, cuts share stake in Amazon"
GOOGL,U.S. hedge funds bearish on FAANG stocks in second-quarter: SEC filings,"BRIEF-Tiger Global Management cuts stake in Amazon.com, Alphabet"
