AAPL,"Apple is almost a $1 trillion company, but watch out for Amazon",Apple supplier Foxconn posts 14.5 pct drop in first-quarter net profit
AMZN,"Seattle City Council backs new tax on largest companies, including Amazon",BRIEF-Amazon Announces Plan To Open Sixth Ohio Fulfillment Center In West Jefferson,"Apple is almost a $1 trillion company, but watch out for Amazon"
