AAPL,"BRIEF-Third Point LLC dissolves share stake in Apple, Goldman Sachs",BRIEF-Apple awards Corning first advanced manufacturing fund investment
GOOGL,"BRIEF-Third Point cuts share stake in Facebook, JPMorgan, ups in Alphabet"
