AAPL,BRIEF-Verizon says Andrew Mckechnie named Chief Creative Officer of its newly formed in-house agency
AMZN,"Amazon to create over 5,000 jobs in Britain in 2017",Amazon to open its fifth logistics center in Poland,"BRIEF-Amazon to create more than 1,500 jobs in France this year"
