AAPL,Samsung Electronics says Q4 profit likely fell 29 pct; China demand weak,Apple supplier AMS develops behind-screen optical sensor for phones,Apple inks deal with Samsung to distribute iTunes shows on TVs
AMZN,Amazon and Netflix push Wall Street higher,"Qualcomm expands car computer chip lineup, adds music from Amazon","US STOCKS SNAPSHOT-Amazon, Netflix help Wall Street build on rally"
GOOGL,Turkey to investigate whether Google violated competition law
