AAPL,Apple juices Wall St. as indexes climb for another week,Apple firmly on course for $1 trillion valuation: analysts,"Apple sees strong holiday sales, smooth sailing for iPhone X",BRIEF-Berkshire Hathaway says it has $26.9 bln stake in Wells Fargo and $21.3 bln stake in Apple,"World stocks gain on Apple lift, dollar strengthens on data",US STOCKS SNAPSHOT-Indexes post record closing highs; Apple a boost,US STOCKS-Apple juices Wall St after mixed jobs report,"GLOBAL MARKETS-World stocks climb on Apple boost, data lifts dollar","US STOCKS-Apple soars to record high, lifts Wall St","GLOBAL MARKETS-World stocks dip, dollar gains; Apple rises on earnings","US STOCKS-S&P, Dow flat after jobs data; Apple lifts Nasdaq",US STOCKS-Wall St flat as Apple offsets weak wage growth concerns,"US STOCKS SNAPSHOT-Wall St opens higher on jobs data, Apple results","US STOCKS-Wall St set to open higher on jobs data, Apple results",US STOCKS-Futures rise with Apple ahead of jobs data,"Frankfurt-Listed Apple shares up 4 percent on third quarter, iPhone X prospects","GLOBAL MARKETS-Asia shares reassured by Powell pick, pause for US jobs test",Apple CEO Cook breathes new life into old iPhones
AMZN,"RPT-Amazon plans new corporate office in Vancouver, to double headcount",BRIEF-Amazon plans to open new office in Vancouver,Amazon to end Fresh grocery delivery service in some areas,Amazon to end Fresh grocery delivery service in some areas
