AAPL,Apple poaches top Sony TV executives to boost video content,Apple hires two top TV executives from Sony Pictures,BRIEF-Jamie Erlicht & Zack Van Amburg joining Apple to lead video programming
AMZN,Business Watch: Amazon's blockbuster deal,Amazon-Whole Foods deal roils Wall St.; energy shares gain,"For Whole Foods workers, fears of robots, drones and culture clash","For Whole Foods workers, fears of robots, drones and culture clash",Amazon-Whole Foods deal hits dozens of stocks,Hedge fund called 'greedy bastards' by Whole Foods CEO would make $300 million on sale,Deals of the day-Mergers and acquisitions,CANADA STOCKS-TSX rises as energy shares bounce; grocers slide,BRIEF-S&P places Amazon.com's ratings on creditwatch negative on debt-financed acquisition of Whole Foods,Tesco sales growth overshadowed by Amazon's Whole Foods move,Amazon-Whole Foods deal hits shares across the food chain,UPDATE 2-Amazon-Whole Foods deal hits shares across the food chain,Short-sellers lose as Amazon acquires Whole Foods,UPDATE 1-Short-sellers lose as Amazon acquires Whole Foods,GLOBAL MARKETS-U.S. stocks fall after Amazon deal news; dollar weakens,"CANADA STOCKS-TSX falls as grocers, consumer stocks battered by Amazon news",Instant view: Amazon to acquire Whole Foods for $13.7 billion,Amazon's pounce on Whole Foods ripples across Europe,Amazon's pounce on Whole Foods ripples across Europe,US STOCKS-Wall St falls as Amazon-Whole Foods deal crushes retailers,"Wal-Mart to buy Bonobos, but shares dip on Amazon-Whole Foods deal",Amazon to buy upmarket grocer Whole Foods for $13.7 bln,Amazon buys its way to the top of the food chain,Short sellers hit as Whole Foods shares soar on deal news,INSTANT VIEW 5-Amazon to acquire Whole Foods for $13.7 bln,US STOCKS-Wall St dips as Amazon-Whole Foods deal slams retailers,CANADA STOCKS-TSX slides as financials drag; grocers hit by Amazon news,INSTANT VIEW-Amazon to acquire Whole Foods for $13.7 bln,BRIEF-Whole Foods Market to pay $400 mln if merger agreement with Amazon.com is terminated,US STOCKS SNAPSHOT-Wall St opens lower; Amazon higher after Whole Foods deal,INSTANT VIEW-Amazon to acquire Whole Foods for $13.7 bln,Amazon to buy upmarket grocer Whole Foods for $13.7 bln
