AAPL,Trump talks trade with Apple CEO Cook as China dispute looms
AMZN,Biden criticizes Amazon for not paying federal taxes in 2018,Amazon and Morrisons extend same-day food delivery to more UK cities,Amazon and UK grocer Morrisons extend same-day online delivery
