AAPL,Breakingviews - Tech backlash catches up to Apple,"Apple says it looks out for kids, as investors cite phone 'addiction'","BRIEF-Apple Says ""Effectively Anything"" A Child Could Access Online On iOS Devices Can Be Blocked By Parents"
AMZN,Sprouts signs on with Instacart as U.S. grocers experiment with delivery,Sprouts signs on with Instacart as U.S. grocers experiment with delivery,"Google teams with Sony, Lenovo for smart speakers with touchscreens"
