AAPL,Irish taxman sees disputed Apple bill remaining around $16 billion
AMZN,Mexico's Televisa to create content for Amazon Prime,Mexico's Televisa to partner with Amazon on content for video,BRIEF-Amazon Plans To Open As Many As Six More Cashier-Less Amazon Go Stores This Year - Recode
