AAPL,Apple to lay off 190 in self-driving car division
AMZN,"Amazon, Comcast, Electronic Arts submit bids for Nexon holding firm-Maeil report",Peru to fix oil pipeline after deal with indigenous community,"Amazon, Comcast, Electronic Arts submit bids for Nexon holding firm-Maeil report"
