AAPL,Apple sets record with C$2.5 billion Maple bond market issue,BRIEF-Apple Inc files final pricing term sheet related to C$2.5 bln notes offering,Apple plans to sell C$2.5 bln in bonds in Canada-IFR,BRIEF-Apple files for potential offering of Canadian dollar notes due 2024 size undisclosed - SEC Filing
AMZN,BRIEF-Amazon.com announces pricing of private offering of senior unsecured notes,Amazon adds 'Instant Pickup' in U.S. brick-and-mortar push,BRIEF-Amazon.com says introduced Instant Pickup in five U.S. locations,Amazon opens 'Instant Pickup' points in U.S. brick-and-mortar push,BRIEF-Amazon.com announces private offering of senior unsecured notes,BRIEF-Yuan Longping High-tech Agriculture to invest up to $400 mln for stake in Amazon Agri Biotech HK
