AAPL,Apple cancels plans for second data center in Denmark,Foxconn has enough capacity outside China to meet Apple's U.S. demand
AMZN,Amazon is (so far) winning its war against products liability exposure,"Amazon embraces U.S. government business, despite occasional controversy","Amazon embraces U.S. government business, despite occasional controversy"
